FRAME,RMSD
1, 0.0004953182069584727
2, 0.8989834785461426
3, 1.0999358892440796
4, 1.2263411283493042
5, 0.9959686994552612
6, 1.1721229553222656
7, 1.67293381690979
8, 1.8500406742095947
9, 2.079393148422241
10, 1.466115117073059
11, 1.9761618375778198
12, 1.8320673704147339
13, 1.2013235092163086
14, 1.5990670919418335
15, 1.5123168230056763
16, 1.6287837028503418
17, 1.4910674095153809
18, 1.4320592880249023
19, 1.5027192831039429
20, 1.523079514503479
21, 1.5737566947937012
22, 2.1536340713500977
23, 2.1418468952178955
24, 1.6971547603607178
25, 1.349703073501587
26, 1.29586923122406
27, 1.1371921300888062
28, 1.3374203443527222
29, 1.4072299003601074
30, 1.3366514444351196
31, 1.7104021310806274
32, 1.9165802001953125
33, 1.6033989191055298
34, 1.7982546091079712
35, 2.0039687156677246
36, 2.272751569747925
37, 1.934613585472107
38, 1.7697285413742065
39, 1.7205698490142822
40, 1.4697895050048828
41, 1.4094446897506714
42, 1.3775852918624878
43, 1.591456413269043
44, 1.4076963663101196
45, 2.0250749588012695
46, 1.6613752841949463
47, 1.560691237449646
48, 1.4859236478805542
49, 1.3978036642074585
50, 1.3419289588928223
51, 1.642180323600769
52, 1.5929527282714844
53, 1.3602402210235596
54, 1.5004065036773682
55, 1.1564744710922241
56, 1.6717963218688965
57, 1.522129774093628
58, 1.3655319213867188
59, 1.43203604221344
60, 1.2666845321655273
61, 1.8526320457458496
62, 1.6163921356201172
63, 1.552277684211731
64, 1.883286476135254
65, 1.4502007961273193
66, 1.8250563144683838
67, 1.9533778429031372
68, 2.30614972114563
69, 2.7428414821624756
70, 2.857673168182373
71, 2.300553321838379
72, 2.081690549850464
73, 2.413151741027832
74, 2.166407346725464
75, 2.566797971725464
76, 2.2311837673187256
77, 2.803403854370117
78, 2.9882688522338867
79, 3.495858907699585
80, 3.4513893127441406
81, 3.228132963180542
82, 2.9726974964141846
83, 2.6247572898864746
84, 2.9763171672821045
85, 3.427319288253784
86, 2.952479124069214
87, 2.546978235244751
88, 2.674374580383301
89, 2.6719322204589844
90, 2.2682764530181885
91, 2.4633848667144775
92, 2.8960607051849365
93, 2.869126081466675
94, 2.8071653842926025
95, 2.632277727127075
96, 2.3954594135284424
97, 3.0323572158813477
98, 3.0728964805603027
99, 2.9760406017303467
100, 2.7295408248901367
101, 2.575923204421997
102, 2.383335590362549
103, 2.7990639209747314
104, 3.299922227859497
105, 2.888943672180176
106, 2.271313428878784
107, 1.88270103931427
108, 1.7943588495254517
109, 1.9629799127578735
110, 2.078460693359375
111, 1.8078970909118652
112, 1.604156255722046
113, 1.5222634077072144
114, 2.182568311691284
115, 2.505890369415283
116, 2.120893955230713
117, 2.1788549423217773
118, 1.9321602582931519
119, 1.9016060829162598
120, 1.6768172979354858
121, 1.9686740636825562
122, 1.9861712455749512
123, 2.1575534343719482
124, 2.078148365020752
125, 2.2349276542663574
126, 2.3285417556762695
127, 2.2027807235717773
128, 1.9754066467285156
129, 2.2076005935668945
130, 2.285524845123291
131, 2.601815700531006
132, 3.4820077419281006
133, 2.9474637508392334
134, 3.502060890197754
135, 3.4864449501037598
136, 4.004201889038086
137, 3.8184213638305664
138, 4.13602352142334
139, 3.8192176818847656
140, 3.267138957977295
141, 3.2893731594085693
142, 3.1804182529449463
143, 2.5524511337280273
144, 2.7466635704040527
145, 2.2089877128601074
146, 3.149001121520996
147, 3.0906178951263428
148, 3.9770827293395996
149, 3.368906021118164
150, 2.9888830184936523
151, 3.404684543609619
152, 2.994335412979126
153, 3.4095377922058105
154, 4.182715892791748
155, 4.876892566680908
156, 4.821575164794922
157, 4.671424865722656
158, 4.989046096801758
159, 4.264729976654053
160, 4.692720413208008
161, 4.500548839569092
162, 4.516336441040039
163, 4.825039863586426
164, 4.905689239501953
165, 5.7393798828125
166, 5.333152770996094
167, 5.441859722137451
168, 5.338929653167725
169, 4.8168745040893555
170, 4.906672954559326
171, 4.5780839920043945
172, 4.431382179260254
173, 4.770424842834473
174, 5.065191268920898
175, 5.109297752380371
176, 5.9373321533203125
177, 5.976190567016602
178, 5.386036396026611
179, 4.76588773727417
180, 4.043169975280762
181, 3.5982179641723633
182, 3.7977890968322754
183, 3.6465725898742676
184, 3.7385268211364746
185, 3.795023202896118
186, 3.5775389671325684
187, 3.619718551635742
188, 3.622215986251831
189, 3.376805067062378
190, 3.488429069519043
191, 3.761594295501709
192, 3.588564872741699
193, 3.8560638427734375
194, 3.9548370838165283
195, 3.656367301940918
196, 3.4165048599243164
197, 4.028652667999268
198, 3.9818978309631348
199, 4.269645690917969
200, 4.320424556732178
201, 4.356094837188721
202, 4.265190601348877
203, 3.1438980102539063
204, 3.044131278991699
205, 2.8097469806671143
206, 2.4774231910705566
207, 2.899845838546753
208, 3.6682448387145996
209, 2.900930643081665
210, 3.038026809692383
211, 3.1095681190490723
212, 4.33079195022583
