SYSTEM, FRAME,RMSD
Complex, 1, 0.0004981878446415067
Complex, 2, 0.9274442791938782
Complex, 3, 1.1330910921096802
Complex, 4, 1.2858883142471313
Complex, 5, 1.0019861459732056
Complex, 6, 1.2255406379699707
Complex, 7, 1.7755526304244995
Complex, 8, 2.007232427597046
Complex, 9, 2.2124972343444824
Complex, 10, 1.5804147720336914
Complex, 11, 2.130875825881958
Complex, 12, 1.8787866830825806
Complex, 13, 1.2526841163635254
Complex, 14, 1.6035526990890503
Complex, 15, 1.5088530778884888
Complex, 16, 1.6231701374053955
Complex, 17, 1.5125253200531006
Complex, 18, 1.4623860120773315
Complex, 19, 1.507208228111267
Complex, 20, 1.5869026184082031
Complex, 21, 1.7305129766464233
Complex, 22, 2.2419447898864746
Complex, 23, 2.197061777114868
Complex, 24, 1.817938208580017
Complex, 25, 1.4556961059570313
Complex, 26, 1.390833854675293
Complex, 27, 1.2618553638458252
Complex, 28, 1.5523356199264526
Complex, 29, 1.6673357486724854
Complex, 30, 1.5820329189300537
Complex, 31, 1.93747079372406
Complex, 32, 2.0910494327545166
Complex, 33, 1.9542591571807861
Complex, 34, 2.0095019340515137
Complex, 35, 2.2598986625671387
Complex, 36, 2.588837146759033
Complex, 37, 2.1993205547332764
Complex, 38, 2.0977401733398438
Complex, 39, 2.096881866455078
Complex, 40, 1.7241778373718262
Complex, 41, 1.6327155828475952
Complex, 42, 1.546147346496582
Complex, 43, 1.7707939147949219
Complex, 44, 1.6668438911437988
Complex, 45, 2.224912405014038
Complex, 46, 1.8233633041381836
Complex, 47, 1.6335926055908203
Complex, 48, 1.6596516370773315
Complex, 49, 1.5436005592346191
Complex, 50, 1.4660117626190186
Complex, 51, 1.6837480068206787
Complex, 52, 1.7037538290023804
Complex, 53, 1.4414652585983276
Complex, 54, 1.5453007221221924
Complex, 55, 1.2668124437332153
Complex, 56, 1.6661369800567627
Complex, 57, 1.57008695602417
Complex, 58, 1.4242050647735596
Complex, 59, 1.4308888912200928
Complex, 60, 1.4737857580184937
Complex, 61, 1.9264204502105713
Complex, 62, 1.6283128261566162
Complex, 63, 1.5725834369659424
Complex, 64, 1.9336555004119873
Complex, 65, 1.521560788154602
Complex, 66, 1.8789032697677612
Complex, 67, 2.0439093112945557
Complex, 68, 2.2711381912231445
Complex, 69, 2.700472354888916
Complex, 70, 2.882694959640503
Complex, 71, 2.3112540245056152
Complex, 72, 2.132228136062622
Complex, 73, 2.492887496948242
Complex, 74, 2.3126251697540283
Complex, 75, 2.6970012187957764
Complex, 76, 2.532700777053833
Complex, 77, 3.0394275188446045
Complex, 78, 3.2493104934692383
Complex, 79, 3.5922112464904785
Complex, 80, 3.5980353355407715
Complex, 81, 3.2503767013549805
Complex, 82, 3.1128780841827393
Complex, 83, 2.711378574371338
Complex, 84, 3.032550811767578
Complex, 85, 3.436115026473999
Complex, 86, 3.085843563079834
Complex, 87, 2.6231396198272705
Complex, 88, 2.7105321884155273
Complex, 89, 2.7027487754821777
Complex, 90, 2.2717723846435547
Complex, 91, 2.460303783416748
Complex, 92, 2.8434393405914307
Complex, 93, 2.86906361579895
Complex, 94, 2.848318338394165
Complex, 95, 2.6809089183807373
Complex, 96, 2.5183279514312744
Complex, 97, 3.2132318019866943
Complex, 98, 3.1782724857330322
Complex, 99, 3.244483470916748
Complex, 100, 2.939995050430298
Complex, 101, 3.0153980255126953
Complex, 102, 2.703681468963623
Complex, 103, 3.118501901626587
Complex, 104, 3.5503323078155518
Complex, 105, 3.2179815769195557
Complex, 106, 2.5541951656341553
Complex, 107, 2.0468201637268066
Complex, 108, 1.9140881299972534
Complex, 109, 2.033290386199951
Complex, 110, 2.2198081016540527
Complex, 111, 2.004917621612549
Complex, 112, 1.8412435054779053
Complex, 113, 1.8175325393676758
Complex, 114, 2.382453680038452
Complex, 115, 2.6347806453704834
Complex, 116, 2.254157543182373
Complex, 117, 2.306830883026123
Complex, 118, 2.0729756355285645
Complex, 119, 2.012291193008423
Complex, 120, 1.854376196861267
Complex, 121, 2.1078734397888184
Complex, 122, 2.1885287761688232
Complex, 123, 2.258896827697754
Complex, 124, 2.1716248989105225
Complex, 125, 2.3153433799743652
Complex, 126, 2.3894600868225098
Complex, 127, 2.3107786178588867
Complex, 128, 2.1051368713378906
Complex, 129, 2.2813472747802734
Complex, 130, 2.371988296508789
Complex, 131, 2.664022445678711
Complex, 132, 3.4946820735931396
Complex, 133, 3.0539369583129883
Complex, 134, 3.5996527671813965
Complex, 135, 3.613825798034668
Complex, 136, 4.13887357711792
Complex, 137, 3.963592529296875
Complex, 138, 4.186426162719727
Complex, 139, 3.9033799171447754
Complex, 140, 3.375725030899048
Complex, 141, 3.3887393474578857
Complex, 142, 3.325429916381836
Complex, 143, 2.65008544921875
Complex, 144, 2.837141990661621
Complex, 145, 2.3996760845184326
